,longitude,latitude,name,park_type,dates_open,comments,num_sites,elevation,amenities,state,nearest_town_distance,nearest_town_bearing,city
6848,-114.906,44.164,Chinook Bay,NF,nan,nan,18,6506.0,NH ND NS NR,ID,4.0,SE,Stanley
6849,-113.709,42.069,City of Rocks National Reserve,NP,nan,nan,nan,5400.0,NH ND NS NR,ID,4.4,SW,Almo
6850,-111.532,42.094,Cloverleaf,NF,mid may-mid sep,nan,19,6795.0,NH ND 35ft FT DW NS RS L$,ID,7.4,W,St. Charles
6851,-116.441,44.949,Cold Spring,NF,nan,nan,60,4833.0,NH ND 22ft NS NR,ID,7.8,W,New Meadows
6852,-116.113,44.195,Cold Springs,NF,nan,nan,6,3914.0,NH ND 30ft VT NW NS NR,ID,22.5,S,Cascade
6854,-115.416,47.159,Conrad Crossing,NF,nan,nan,8,3353.0,NH ND 50ft VT DW NS NR,ID,19.3,E,Avery
6855,-116.169,48.985,Copper Creek,NF,early may-late oct,nan,16,2690.0,NH ND 32ft PT DW NS NR L$,ID,21.4,N,Bonners Ferry
6856,-113.929,43.608,Copper Creek,NF,nan,nan,8,6532.0,NH ND NS NR,ID,20.7,N,Carey
6857,-114.684,45.369,Corn Creek /Boat Ramp,NF,nan,nan,30,3028.0,NH ND NS NR,ID,33.6,W,North Fork
6858,-116.025,45.682,Corral Creek,NF,nan,nan,8,4721.0,NR,ID,14.4,E,White Bird
6859,-115.883,42.91,Cottonwood - C. J. Strike Reservoir,UTIL,nan,nan,25,2460.0,NH ND VT NS,ID,18.2,SW,Mountain Home
6860,-114.08,44.668,Cottonwood Rec Site - Salmon River,BLM,nan,nan,13,4679.0,NH ND VT DW NS NR L$,ID,13.5,NE,Challis
6861,-114.053,45.083,Cougar Point,NF,nan,nan,12,6581.0,NH ND NS NR,ID,10.0,SW,Salmon
6862,-115.948,42.938,Cove - C. J. Strike Reservoir,BLM,nan,nan,nan,2461.0,NH ND DW NS NR L$,ID,8.5,NW,Bruneau
6863,-115.653,44.291,Cozy Cove,NF,early jul-late oct,nan,9,5371.0,NH ND 40ft VT NW NS RS,ID,20.3,NE,Garden Valley
6864,-114.523,45.103,Crags  Complex,NF,nan,nan,30,8468.0,NR,ID,14.2,W,Cobalt
6865,-115.531,45.794,Crooked River,NF,nan,nan,10,4009.0,NH ND NS NR,ID,5.1,SW,Elk City
6866,-112.691,42.071,Curlew,NF,mid may-mid sep,nan,4,4700.0,NH ND VT DW NS RS L$,ID,24.1,W,Malad City
6867,-115.287,43.445,Curlew Creek,NF,nan,nan,12,4229.0,NH ND 20ft VT DW NS RS,ID,3.0,SE,Pine
6868,-114.662,44.4,Custer No. 1 C/G,NF,nan,nan,8,6726.0,NH ND NS NR,ID,18.6,NE,Stanley
6869,-115.283,44.528,Dagger Falls,NF,nan,nan,14,5768.0,NH ND NS NR,ID,27.4,NW,Stanley
6870,-116.289,46.507,Dam View - Dworshak Reservoir,COE,early apr-late nov,nan,nan,2001.0,NH ND PT NW NS NR,ID,2.5,NW,Orofino
6871,-111.488,42.107,Davis Canyon Overflow,NF,nan,nan,6,6467.0,NR,ID,5.1,W,Saint Charles
6872,-114.27,44.344,Deadman Hole Dispersed,BLM,nan,dispersed,4,5249.0,NH ND VT DW NS NR,ID,11.2,S,Challis
6873,-115.659,44.082,Deadwood,NF,nan,nan,6,3717.0,NH ND 40ft VT DW NS NR,ID,42.3,NE,Boise
6876,-116.22,46.625,Dent Acres - Dworshak Reservoir,COE,mid apr-late nov,nan,nan,1965.0,WES DP DW SH RS PA L$,ID,10.2,N,Orofino
6877,-116.031,47.771,Devils Elbow,NF,early jun-late aug,nan,50,2657.0,NH ND 22ft VT DW NS RS,ID,19.0,NE,Kingston
6878,-111.197,42.699,Diamond Creek,NF,mid may-mid sep,dispersed,8,6913.0,NH ND VT NW NS NR,ID,11.7,SW,Auburn
6880,-115.296,45.747,Ditch Creek,NF,nan,nan,4,4554.0,NH ND NS NR N$,ID,8.7,SE,Elk City
6881,-115.306,43.528,Dog Creek,NF,nan,nan,13,4419.0,NH ND 30ft VT NW NS NR,ID,3.0,N,Pine
6883,-116.093,44.726,Donnelly Lakeside City Park,CP,nan,nan,nan,4843.0,NH DP 24ft VT NS,ID,0.8,W,Donnelly
6884,-112.143,42.058,Dry Canyon,NF,mid may-mid sep,nan,3,6371.0,NH ND VT NW NS NR,ID,10.8,SE,Malad City
6885,-114.535,43.78,Easley,NF,early jun-late aug,nan,16,6601.0,NH ND NS RS,ID,11.0,NW,Ketchum
6886,-114.329,44.265,East Fork,BLM,nan,nan,11,5396.0,NH VT DW NR,ID,17.3,S,Challis
6887,-116.175,44.331,Eastside,NF,early jun-late aug,nan,6,4990.0,NH ND 30ft VT DW NS RS,ID,12.1,NE,Ola
6888,-114.515,45.305,Ebenezer,NF,nan,nan,33,3130.0,NH ND NS NR,ID,26.2,W,North Fork
6889,-115.621,43.963,Edna Creek,NF,nan,nan,9,5282.0,NH ND VT DW NS NR,ID,14.1,NE,Idaho City
6890,-111.855,43.962,Egin Lakes,BLM,nan,mainly for RVs and ORVs - access  to St. Anthony sand dunes.,48,4882.0,E DP 80ft FT DW NR,ID,8.6,W,St. Anthony
6892,-114.621,44.426,Eightmile,NF,nan,tent only,8,6840.0,NH ND NS NR,ID,21.3,NE,Stanley
6893,-111.585,42.488,Eightmile Canyon,NF,nan,nan,5,6742.0,NH ND VT NW NS NR,ID,11.6,S,Soda Springs
6894,-116.169,46.772,Elk Creek,NF,all year,nan,24,2831.0,NH ND NS RS,ID,1.0,SE,Elk River
6896,-115.291,43.541,Elks Flat,NF,mid may-late sep,nan,36,4380.0,NH 50ft VT DW RS PA,ID,34.7,NE,Mountain Home
6897,-116.324,47.008,Emerald Creek,NF,nan,nan,18,2864.0,NH ND 50ft VT DW NS NR,ID,7.9,SE,Fernwood
6898,-111.557,42.37,Emigration,NF,mid jun-late aug,nan,25,7221.0,NH ND 45ft FTVT DW NS RS PA L$,ID,13.6,W,Montpelier
6899,-115.416,43.4,Evans Creek,NF,nan,nan,10,4226.0,NH ND 20ft VT DW NS NR,ID,23.1,NE,Mountain Home
6900,-116.533,48.075,Evans Landing,NF,nan,nan,10,2185.0,NR,ID,5.8,NE,Careywood
6901,-116.387,44.893,Evergreen,NF,mid may-late oct,nan,19,3947.0,NH ND NS RS,ID,7.4,SW,New Meadows
6902,-115.385,43.426,Fall Creek,NF,nan,nan,20,4236.0,NR,ID,25.5,NE,Mountain Home
6903,-111.361,43.433,Falls,NF,mid may-mid sep,nan,22,5289.0,NH ND 40ft VT DW NS NR L$,ID,1.9,SW,Swan Valley
6904,-116.546,47.966,Farragut State Park,SP,all year,5 campgrounds,nan,2431.0,WES DP SH RS,ID,7.6,E,Athol
6905,-114.187,42.163,Father And Sons,NF,nan,nan,19,7349.0,NH NR,ID,16.5,SW,Mariom
6906,-115.284,44.428,Fir Creek,NF,nan,nan,5,6371.0,NH ND 40ft VT NW NS NR,ID,22.5,NW,Stanley
6907,-116.081,45.857,Fish Creek,NF,nan,nan,11,5092.0,NH ND NS NR,ID,5.2,SE,Grangeville
6908,-113.824,43.432,Fish Creek Reservoir,BLM,nan,nan,nan,5311.0,NH ND VT NW NS NR N$,ID,45.1,NE,Shoshone
6909,-115.541,45.717,Five Mile,NF,nan,nan,6,4836.0,NR,ID,9.1,SW,Elk City
6910,-114.818,43.542,Five Points,NF,nan,nan,nan,5889.0,NH ND NS NR,ID,13.6,N,Fairfield
6912,-111.341,44.496,Flat Rock,NF,mid may-mid sep,nan,38,6440.0,NH ND 50ft FTVT NW NS NR,ID,5.2,N,Island Park
6913,-114.717,44.291,Flat Rock C/G,NF,nan,nan,7,6188.0,NH ND NS NR,ID,12.1,NE,Stanley
6914,-115.39,47.113,Fly Flat,NF,nan,nan,14,3606.0,NH ND 50ft VT DW NS NR,ID,21.7,SE,Avery
6915,-115.31,46.056,Fog Mountain,NF,nan,nan,nan,1912.0,NR,ID,15.0,SE,Lowell
6916,-115.691,44.864,Four Mile,NF,nan,nan,7,4262.0,NR,ID,29.5,NE,Cascade
6917,-116.284,46.404,Freeman Creek - Dworshak State Park,SP,all year,nan,105,2572.0,WE FT DW SH RS,ID,11.8,N,Nezperce
6918,-116.108,44.525,French Creek,NF,mid may-mid sep,nan,21,4974.0,NH ND 40ft VT NW NS RS,ID,3.3,W,Cascade
6919,-115.387,45.78,French Gulch,NF,nan,nan,5,4203.0,NH ND NS NR,ID,4.0,SE,Elk City
6920,-114.065,43.976,Garden Creek,BLM,mid may-mid oct,nan,5,6726.0,NH ND VT NW NS NR N$,ID,44.8,NW,Arco
6921,-116.435,48.19,Garfield Bay,CP,nan,nan,nan,2228.0,NH ND 22ft NS,ID,0.7,N,Garfield Bay
6922,-116.436,48.188,Garfield Bay Access Area - IFG,SFW,nan,swimming,28,2072.0,NH ND VT DW NS RS L$,ID,5.3,E,Sagle
6923,-115.313,46.057,Gedney Creek,NF,nan,nan,nan,1772.0,NH ND NS NR,ID,14.8,SE,Lowell
6924,-116.675,47.009,Giant White Pine,NF,nan,nan,14,2917.0,NH ND NS NR,ID,9.9,NE,Princeton
6925,-114.933,44.2,Glacier View,NF,early jun-mid sep,nan,82,6585.0,NH DP NS RS,ID,1.2,S,Stanley
6926,-115.363,46.069,Glover Creek,NF,nan,nan,7,2064.0,NH ND NS NR,ID,12.3,SE,Lowell
6927,-115.407,47.137,Gold Flat,NF,nan,nan,5,3445.0,NR,ID,20.3,SE,Avery
6928,-115.485,44.936,Golden Gate,NF,nan,nan,9,4826.0,NH ND VT DW NS NR,ID,2.0,S,Yellow Pine
6929,-112.238,42.636,Goodenough Creek,BLM,nan,unknown facil,13,4739.0,ND NS NR,ID,2.5,SW,Mccammon
6930,-116.236,43.561,Gowen Field Military,MIL,nan,military only - do not use our lat/lon - contact them for directions and info,nan,2816.0,RS,ID,4.1,S,Boise City
6931,-115.275,43.963,Graham Bridge,NF,nan,nan,4,5700.0,NH ND NS NR,ID,29.4,E,Idaho City
6932,-115.913,46.824,Grandad Creek - Dworshak Reservoir,COE,nan,easy to  get lost on roads,5,1615.0,NH ND 20ft VT NW NS NR N$,ID,14.3,N,Headquarters
6933,-115.151,44.149,Grandjean,NF,nan,nan,31,5187.0,NH ND 22ft NS NR,ID,23.7,E,Lowman
6935,-115.128,45.725,Granite Springs,NF,nan,nan,5,5955.0,NH ND NS NR,ID,20.0,NE,Dixie
6936,-111.379,42.937,Gravel Creek,NF,mid may-mid sep,nan,12,6647.0,NH ND VT NW NS NR,ID,22.6,NE,Soda Springs
6937,-111.856,43.037,Graves Creek,BLM,nan,nan,5,5869.0,NH ND VT NW NS NR,ID,26.9,SE,Blackfoot
6938,-115.87,43.806,Grayback Gulch,NF,early may-mid sep,nan,18,3921.0,NH ND 50ft VT NW NS RS,ID,2.3,SW,Idaho City
6939,-116.408,48.178,Green Bay,NF,nan,nan,11,2146.0,NH ND VT NS NR,ID,9.5,SE,Sandpoint
6940,-116.168,45.068,Grouse,NF,early jul-late oct,nan,39,6401.0,NH ND NS RS PA,ID,11.4,N,McCall
6941,-114.338,45.34,Halfway Gulch Cua,NF,nan,nan,10,3396.0,NR,ID,3.9,SW,Shoup
6942,-115.527,45.509,Halfway House,NF,nan,nan,4,5045.0,NH ND NS NR,ID,4.5,SW,Dixie
6944,-115.898,44.24,Hardscrabble,NF,nan,nan,6,3222.0,NH ND 30ft VT DW NS NR,ID,39.1,NE,Emmett
6945,-116.788,47.453,Harrison City Campground,CP,nan,nan,nan,2132.0,E DP DW SH,ID,0.1,SW,Harrison
6946,-111.507,42.191,Harrys Hollow,NF,nan,nan,5,6732.0,NH ND NS NR,ID,8.0,NW,Saint Charles
6947,-112.33,42.512,Hawkins Reservoir,BLM,nan,nan,10,5145.0,NR,ID,8.7,W,Arimo
6948,-112.333,42.513,Hawkins Reservoir Access - IFG,BLM,nan,some SFW sites may not have tables,nan,5186.0,NH ND NS,ID,12.1,NW,Downey
6949,-113.19,44.667,Hawley Creek - Lower,NF,nan,nan,5,6693.0,NH ND NS NR,ID,8.3,E,Leadore
6950,-115.697,43.909,Hayfork,NF,nan,nan,7,5184.0,NH ND VT DW NS NR L$,ID,8.8,NE,Idaho City
6951,-116.143,45.202,Hazard Lake,NF,early jul-late oct,nan,24,7073.0,NH ND NS RS PA,ID,20.2,N,McCall
6952,-111.947,42.323,Heart Mountain Spring,BLM,nan,unknown facil,4,5228.0,NH ND NS NR N$,ID,2.9,E,Swanlake
6953,-115.471,44.097,Helende,NF,all year,nan,10,4216.0,NH ND 30ft VT DW NS RS,ID,7.4,E,Lowman
6954,-115.219,47.065,Heller Creek,NF,nan,nan,4,4700.0,NH ND NS NR,ID,16.7,W,Superior MT
6955,-116.816,45.045,Hells Canyon Park  - Hells Canyon National Rec Area,NF,nan,nan,24,1716.0,E DP VT DW SH NR L$,ID,36.3,W,McCall
6957,-111.373,44.62,Henrys Lake State Park,SP,early jun-late oct,nan,nan,6493.0,E DP DW SH RS,ID,13.5,N,Island Park
6958,-113.759,42.546,Heyburn Riverside RV Park,CP,nan,nan,nan,4148.0,E DW SH,ID,0.9,S,Heyburn
6959,-116.762,47.377,Heyburn State Park,SP,all year,nan,nan,2359.0,WES RS,ID,6.6,NE,Plummer
6960,-116.77,47.355,Heyburn State Park,SP,all year,nan,nan,2234.0,WES RS,ID,5.7,E,Plummer
6961,-116.686,47.349,Heyburn State Park,SP,all year,nan,nan,2149.0,WES RS,ID,6.3,NW,St. Maries
6962,-115.179,46.832,Hidden Creek,NF,nan,nan,15,3701.0,NH ND NS NR,ID,37.7,NE,Pierce
6963,-116.178,44.327,Hollywood Point,NF,nan,nan,6,4990.0,NH ND 30ft VT DW NS NR,ID,11.7,NE,Ola
6964,-114.53,44.248,Holman Creek,NF,nan,nan,10,5758.0,NH ND NS NR,ID,6.4,W,Clayton
6965,-115.648,44.323,Homers,NF,nan,nan,10,5335.0,NR,ID,23.6,SE,Cascade
6966,-116.477,47.737,Honeysuckle,NF,nan,nan,7,2881.0,NH ND 16ft VT DW NS NR,ID,14.7,E,Coeur d'Alene
6967,-114.458,45.504,Horse Creek Hot Spring,NF,nan,nan,9,6093.0,NH ND NS NR,ID,12.4,NW,Shoup
6968,-115.916,44.518,Horsethief Reservoir Public Access - IFG,SFW,nan,nan,120,5082.0,NH ND VT DW NS N$,ID,6.2,E,Cascade
6969,-115.92,44.524,Horsethief Reservoir State Park,SP,nan,nan,120,5124.0,NH VT DW NR L$,ID,6.0,E,Cascade
6970,-115.911,44.056,Hot Springs,NF,early jun-mid sep,3 reservable group sites,10,3182.0,NH ND 40ft VT DW NS NR,ID,31.9,NE,Emmett
6971,-116.088,47.268,Huckleberry,NF,nan,nan,5,3330.0,NH ND PT NW NS NR N$,ID,4.9,E,Calder
6972,-116.09,47.267,Huckleberry,BLM,nan,nan,nan,2231.0,NH DP NS NR L$,ID,22.4,E,St. Maries
6973,-116.616,45.084,Huckleberry,NF,nan,nan,9,4888.0,NH ND NS NR,ID,26.0,N,Council
6974,-115.499,44.888,Ice Hole,NF,nan,nan,10,5043.0,NH VT DW NR,ID,37.0,NE,Cascade
6975,-115.397,43.483,Ice Springs,NF,nan,nan,4,5000.0,NH ND NS NR,ID,28.3,NE,Mountain Home
6976,-112.015,43.511,Idaho Falls North Tourist Park,CP,nan,nan,5,4731.0,NH ND FT NS N$,ID,1.6,NE,Idaho Falls
6977,-113.673,42.219,Independence Lakes Basin,NF,nan,nan,20,7740.0,NH ND NS NR N$,ID,16.7,W,Malta
6978,-115.244,46.001,Indian Hill,NF,nan,nan,6,5374.0,NR,ID,36.6,E,Kooskia
6979,-114.837,44.673,Indian Springs,NF,nan,nan,7,7585.0,NR,ID,31.9,N,Stanley
6980,-113.765,43.649,Iron Bog,NF,nan,nan,24,7162.0,NH ND NS NR,ID,19.8,SW,Mackay
6982,-114.193,44.905,Iron Lake,NF,nan,nan,8,8848.0,NH ND NS NR,ID,23.7,SW,Salmon
6984,-116.261,45.418,Island Bar,BLM,nan,nan,nan,1744.0,NH ND VT NW NS NR,ID,2.6,E,Riggins
6985,-115.915,45.28,Jeanette,NF,nan,nan,5,6214.0,NH ND NS NR,ID,27.0,N,Mccall
6986,-111.904,43.698,Jefferson County Lake,CP,early may-late sep,nan,nan,4856.0,NH ND NS L$,ID,1.9,N,Rigby
6987,-114.904,46.477,Jerry Johnson,NF,nan,hot spring nearby,23,3235.0,NH ND NS NR,ID,40.3,NE,Lowell
6988,-113.681,43.961,Joe T. Fallini - Mackay Reservoir,BLM,nan,nan,nan,6079.0,NR,ID,4.6,NW,Mackay
6989,-115.56,46.103,Johnson Bar,NF,nan,nan,9,2106.0,NH ND NS NR,ID,3.3,SE,Lowell
6990,-113.681,43.961,Joseph T. Fallini,BLM,nan,nan,22,6090.0,WE DP VT NS NR,ID,4.6,NW,Mackay
6991,-115.143,44.549,Josephus Lake,NF,nan,nan,14,7054.0,NH ND NS NR N$,ID,25.1,NW,Stanley
6992,-111.732,43.576,Juniper Co Park,CP,nan,nan,100,5248.0,WES DP FT DW SH RS L$,ID,4.4,SE,Ririe
6993,-111.735,43.579,Juniper Park - Ririe Reservoir,CP,nan,nan,49,5210.0,WES,ID,16.2,E,Idaho Falls
6995,-115.255,46.717,Kelly Forks,NF,nan,nan,19,2854.0,NH ND NS NR,ID,30.2,NE,Pierce
6996,-111.645,43.602,Kelly Island,BLM,nan,nan,14,6325.0,NH ND VT DW NS NR L$,ID,20.9,E,Idaho Falls
6997,-115.875,44.782,Kennally Creek,NF,nan,nan,17,5689.0,NH ND NS NR,ID,10.5,E,Donnelly
6998,-116.557,47.518,Kilarney Lake,BLM,nan,nan,nan,2451.0,NH NR,ID,10.8,W,Cataldo
6999,-115.543,44.072,Kirkham,NF,all year,nan,15,3967.0,NH ND 60ft VT NW NS RS,ID,3.8,E,Lowman
7000,-116.008,47.74,Kit Price,NF,early jun-late aug,nan,53,2555.0,NH ND 22ft VT DW NS RS PA,ID,6.0,N,Prichard
7001,-115.474,46.227,Knife Edge,NF,nan,nan,10,1664.0,NR,ID,13.2,NE,Syringa
7002,-116.654,44.941,Lafferty,NF,nan,nan,8,4301.0,NH ND NS NR,ID,27.2,W,McCall
7003,-116.646,46.944,Laird Park,NF,nan,nan,79,2782.0,NH ND 22ft NS NR,ID,4.4,NE,Harvard
7004,-116.047,44.521,Lake Cascade State Park,SP,all year,7 campgrounds around lake,nan,4777.0,WES RS,ID,0.4,NW,Cascade
7005,-113.648,42.325,Lake Cleveland,NF,nan,3 campgrounds,40,8366.0,NH ND NS RS,ID,16.3,SE,Burley
7006,-116.023,47.428,Lake Elsie,NF,nan,nan,14,5082.0,NH ND NS NR,ID,8.9,SE,Kellogg
7007,-115.946,44.923,Lake Fork,NF,nan,nan,10,5381.0,NH ND NS NR,ID,7.5,E,McCall
7008,-113.484,42.675,Lake Walcott State Park,SP,all year,nan,nan,4196.0,WES 90ft DW SH RS L$,ID,10.6,E,Rupert
7009,-116.19,44.989,Last Chance,NF,nan,nan,35,4715.0,NH ND NS NR,ID,7.0,NW,McCall
7010,-113.559,43.46,Lava Flow - Craters of the Moon National Mon,NP,nan,nan,nan,5801.0,NH ND NS NR L$,ID,17.8,SW,Arco
7011,-114.39,43.291,Lava Point  - Magic Reservoir,BLM,nan,has tables,nan,4803.0,NH ND VT NW NS NR N$,ID,20.5,E,Fairfield
7012,-113.368,44.687,Leadore City Park,CP,nan,no facilities,nan,5948.0,NH ND NT NW NS N$,ID,0.7,NW,Leadore
7013,-115.63,45.826,Leggett Creek,NF,nan,nan,8,3865.0,NH ND NS NR,ID,9.3,W,Elk City
7014,-114.384,46.775,Lewis and Clark,NF,nan,nan,nan,3751.0,NH ND NS NR,ID,14.4,W,Lolo
7015,-116.459,46.771,Little Boulder,NF,nan,nan,30,2664.0,NH ND NS NR,ID,5.0,SE,Deary
7016,-115.392,43.348,Little Camas Reservoir,NF,nan,nan,10,4941.0,NH ND 20ft VT DW NS NR,ID,21.2,NE,Mountain Home
7017,-115.444,43.629,Little Roaring River Lake,NF,nan,nan,4,7900.0,NH ND NS NR,ID,36.5,N,Mountain Home
7018,-114.029,43.435,Little Wood River - USBR,BOR,nan,nan,nan,5283.0,NH ND VT DW NS NR N$,ID,9.8,NW,Carey
7019,-115.984,42.945,Locust - C. J. Strike Area,UTIL,nan,nan,nan,2404.0,NH ND NS,ID,10.3,NW,Bruneau
7020,-115.179,44.408,Lola Creek C/G,NF,nan,nan,27,6490.0,NH ND NS NR,ID,17.8,NW,Stanley
7021,-115.751,46.295,Lolo Creek,NF,nan,nan,11,2890.0,NH ND NS NR,ID,14.1,E,Kamiah
7022,-114.693,44.257,Lower Obrien,NF,nan,nan,15,5909.0,NH ND NS NR,ID,14.5,W,Clayton
7023,-114.283,42.197,Lower Penstemon,NF,early jun-late aug,nan,5,6600.0,NH ND NS RS PA,ID,34.3,SW,Burley
7024,-116.924,48.55,Luby Bay,NF,mid may-mid sep,nan,52,2546.0,NH DP 55ft VT DW NS RS,ID,5.9,S,Nordman
7025,-114.73,42.21,Lud Drexler Park - Salmon Reservoir,BLM,nan,nan,nan,5026.0,NH DP FT DW NS NR L$,ID,7.0,W,Rogerson
7026,-113.68,43.96,Mackay Reservoir Access Area - IFG,BLM,nan,nan,nan,6091.0,NH DP NS,ID,4.6,NW,Mackay
7027,-113.621,43.911,Mackay Tourist Park,CP,nan,nan,nan,5902.0,E DP,ID,0.5,SW,Mackay
7028,-115.938,43.61,Macks Creek,COE,nan,swim in river,nan,3127.0,NH ND VT DW NS NR,ID,13.9,E,Boise City
7029,-114.358,43.255,Magic Reservoir,BLM,nan,nan,nan,4790.0,NR,ID,22.1,N,Shoshone
7030,-114.758,45.736,Magruder Crossing,NF,nan,nan,15,3832.0,NR,ID,21.6,E,Red River Hot
7031,-114.542,44.66,Mahoney Complex,NF,nan,nan,10,8471.0,NH ND NS NR,ID,18.7,NW,Challis
7032,-112.275,42.35,Malad Summit,NF,mid may-mid nov,nan,11,6247.0,NH ND VT DW NS RS L$,ID,11.0,N,Malad City
7033,-115.629,47.105,Mammoth Springs,NF,nan,nan,8,5643.0,NH ND 40ft VT DW NS NR,ID,13.0,SE,Avery
7034,-116.907,44.412,Mann Creek Recreation Area,BOR,mid apr-late oct,nan,nan,2936.0,NH ND NS RS,ID,11.6,N,Weiser
7035,-111.731,42.285,Maple Grove,BLM,nan,unknown facil,12,4915.0,NH ND NS NR,ID,15.0,NE,Preston
7036,-112.986,42.678,Massacre Rocks State Park,SP,all year,nan,nan,4259.0,E DP 100ft DW SH RS,ID,10.0,SW,American Falls
7038,-116.897,44.852,McCormick Park,CP,all year,on Snake River,37,1808.0,WES DP 45ft VT DW SH L$,ID,22.2,NW,Cambridge
7039,-116.896,44.852,McCormick Park - Hells Canyon National Rec Area,NF,nan,nan,139,1814.0,E DP VT DW SH NR L$,ID,22.1,NW,Cambridge
7041,-111.4,44.454,McCrea Bridge,NF,mid may-mid sep,nan,23,6335.0,NH ND 40ft VT DW NS RS,ID,2.5,NW,Island Park
7042,-116.948,47.069,McCroskey State Park,SP,nan,sites dispersed along 18 mile unimproved rough road,9,3993.0,VT DW NR N$,ID,4.7,E,Farmington
7043,-114.296,45.034,Mcdonald Flat,NF,nan,nan,8,5453.0,NH ND NS NR,ID,36.7,N,Challis
7044,-113.566,44.802,McFarland Recreation Site,BLM,nan,unknown facil,nan,5400.0,NH ND NS NR,ID,13.3,NW,Leadore
7046,-116.146,48.819,Meadow Creek,NF,nan,nan,22,2323.0,NH ND 22ft PT DW NS NR,ID,11.8,NE,Bonners Ferry
7047,-113.317,44.434,Meadow Lake,NF,nan,nan,33,9163.0,NH ND NS NR,ID,17.1,S,Leadore
7048,-111.07,43.557,Mike Harris,NF,mid may-mid sep,nan,12,6581.0,NH ND 40ft VT DW NS RS L$,ID,3.8,SE,Victor
7049,-111.363,42.81,Mill Canyon,NF,mid may-mid sep,nan,10,6647.0,NH ND 40ft VT NW NS NR,ID,16.3,NE,Soda Springs
7050,-114.44,44.472,Mill Creek,NF,nan,nan,12,7572.0,NH NR,ID,10.5,W,Challis
7051,-113.039,42.43,Mill Flat,NF,nan,nan,20,5988.0,NH ND NS NR,ID,18.9,NE,Malta
7052,-116.664,47.784,Mokins Bay,NF,nan,nan,16,2270.0,NH ND 22ft VT DW NS NR,ID,9.1,NE,Coeur dAlene
7053,-116.327,43.92,Montour,BOR,nan,nan,18,2531.0,NH DP VT DW NS NR L$,ID,0.4,S,Montour
7054,-111.231,42.331,Montpelier Canyon,NF,mid may-mid sep,nan,13,6250.0,NH ND 35ft VT NW NS RS PA L$,ID,3.5,E,Montpelier
7055,-116.419,46.875,Moose Creek,NF,nan,nan,nan,2929.0,NH ND NS NR,ID,8.3,NE,Deary
7056,-116.42,46.874,Moose Creek Reservoir Access - IFG,SFW,nan,swimming,24,2908.0,NH ND VT DW NS NR PA L$,ID,1.6,NW,Bovill
7057,-113.896,45.233,Morgan Bar,BLM,nan,nan,8,3826.0,NH NR,ID,0.7,S,Carmen
7058,-114.23,44.668,Morgan Creek,BLM,mid may-mid oct,nan,4,5543.0,NH ND VT DW NS NR N$,ID,11.3,N,Challis
7059,-111.928,43.059,Morgans Bridge,BLM,nan,nan,5,5750.0,NH ND NS NR,ID,32.4,NW,Soda Springs
7060,-114.841,44.262,Mormon Bend,NF,nan,nan,17,6109.0,NH ND NS NR,ID,5.7,NE,Stanley
7061,-114.433,44.518,Mosquito Flat Reservoir,NF,nan,nan,18,7014.0,NH ND NS NR,ID,10.0,W,Challis
7062,-114.915,44.135,Mount Heyburn,NF,nan,nan,23,6601.0,NH DP NS NR,ID,5.7,S,Stanley
7063,-115.896,43.072,Mountain Home AFB Military,MIL,nan,military only - do not use our lat/lon - contact them for directions and info,nan,3018.0,RS,ID,11.1,W,Mountain Home
7064,-115.603,44.079,Mountain View,NF,nan,nan,14,3848.0,NH ND 50ft VT NW NS NR,ID,0.8,E,Lowman
7065,-114.905,44.162,Mountain View,NF,all year,nan,9,6519.0,NH DP DW SH RS,ID,4.1,SE,Stanley
7066,-114.419,43.804,Murdock,NF,nan,nan,15,6381.0,NH DP NS NR,ID,8.9,N,Ketchum
7067,-114.169,42.462,Murtaugh Lake RV Park,CP,nan,nan,nan,4131.0,E ND NS,ID,2.1,S,Murtaugh
7068,-114.377,43.266,Myrtle Point  - Magic Reservoir,BLM,nan,nan,nan,4801.0,NH ND VT NW NS NR,ID,21.6,E,Fairfield
7069,-116.909,48.795,Navigation,NF,nan,nan,5,2480.0,NH ND VT NW NS NR,ID,42.4,N,Priest River
7070,-115.568,43.756,Neinmeyer,NF,nan,nan,8,3780.0,NH ND VT DW NS NR,ID,22.3,W,Atlanta
7071,-115.629,45.895,Newsome,NF,nan,nan,6,3995.0,NH ND NS NR,ID,10.4,NW,Elk City
7072,-115.366,46.685,Noe Creek,NF,nan,nan,7,2566.0,NH ND NS NR,ID,24.5,NE,Pierce
7073,-115.971,42.96,North - C. J. Strike Area,UTIL,nan,nan,25,2493.0,NH ND NS,ID,10.2,NW,Bruneau
7074,-114.425,43.788,North Fork,NF,early jun-late aug,nan,32,6247.0,NH ND 16ft NS RS,ID,8.0,N,Ketchum
7075,-111.533,42.096,North Fork Overflow,NF,mid may-mid sep,nan,10,6962.0,NH ND NW NS NR N$,ID,15.7,SW,Bear Lake
7076,-116.981,42.591,North Fork Owyhee,BLM,nan,nan,7,4841.0,NH ND NS NR N$,ID,22.4,SW,Triangle
7077,-116.12,45.639,North Fork Slate Creek,NF,nan,nan,5,3734.0,NR,ID,12.2,SE,White Bird
7078,-114.866,43.919,North Shore Alturas,NF,nan,nan,23,7064.0,NH ND NS NR,ID,20.9,S,Stanley
